20 14

#First row
5 4 Ground stone1.png
6 4 Ground stone1.png
7 4 Ground stone1.png
8 4 Ground stone1.png
9 4 Ground stone1.png
10 4 Ground stone1.png
11 4 Ground stone1.png
12 4 Ground stone1.png
13 4 Ground stone1.png
14 4 Ground stone1.png
15 4 Ground stone1.png
16 4 Ground stone1.png
17 4 Ground stone1.png
18 4 Ground stone1.png

1 5 Ground stone1.png
2 5 Ground stone1.png
3 5 Ground stone1.png
4 5 Ground stone1.png
5 5 Ground stone1.png
6 5 Ground stone1.png
7 5 Ground stone1.png
8 5 Ground stone1.png
9 5 Ground stone1.png
10 5 Ground stone1.png
11 5 Ground stone1.png
12 5 Ground stone1.png
13 5 Ground stone1.png
14 5 Ground stone1.png
15 5 Ground stone1.png
16 5 Ground stone1.png
17 5 Ground stone1.png
18 5 Ground stone1.png

1 6 Ground stone1.png
2 6 Ground stone1.png
3 6 Ground stone1.png
4 6 Ground stone1.png
5 6 Ground stone1.png
6 6 Ground stone1.png
7 6 Ground stone1.png
8 6 Ground pentagrambotleft.png
9 6 Ground pentagrambotmid.png
10 6 Ground pentagrambotright.png
11 6 Ground stone1.png
12 6 Ground stone1.png
13 6 Ground stone1.png
14 6 Ground stone1.png
15 6 Ground stone1.png
16 6 Ground stone1.png
17 6 Ground stone1.png
18 6 Ground stone1.png

1 7 Ground stone1.png
2 7 Ground stone1.png
3 7 Ground stone1.png
4 7 Ground stone1.png
5 7 Ground stone1.png
6 7 Ground stone1.png
7 7 Ground stone1.png
8 7 Ground pentagrammidleft.png
9 7 Ground pentagrammidmid.png
10 7 Ground pentagrammidright.png
11 7 Ground stone1.png
12 7 Ground stone1.png
13 7 Ground stone1.png
14 7 Ground stone1.png
15 7 Ground stone1.png
16 7 Ground stone1.png
17 7 Ground stone1.png
18 7 Ground stone1.png

1 8 Ground stone1.png
2 8 Ground stone1.png
3 8 Ground stone1.png
4 8 Ground stone1.png
5 8 Ground stone1.png
6 8 Ground stone1.png
7 8 Ground stone1.png
8 8 Ground pentagramtopleft.png
9 8 Ground pentagramtopmid.png
10 8 Ground pentagramtopright.png
11 8 Ground stone1.png
12 8 Ground stone1.png
13 8 Ground stone1.png
14 8 Ground stone1.png
15 8 Ground stone1.png
16 8 Ground stone1.png
17 8 Ground stone1.png
18 8 Ground stone1.png

1 9 Ground stone1.png
2 9 Ground stone1.png
3 9 Ground stone1.png
4 9 Ground stone1.png
5 9 Ground stone1.png
6 9 Ground stone1.png
7 9 Ground stone1.png
8 9 Ground stone1.png
9 9 Ground stone1.png
10 9 Ground stone1.png
11 9 Ground stone1.png
12 9 Ground stone1.png
13 9 Ground stone1.png
14 9 Ground stone1.png
15 9 Ground stone1.png
16 9 Ground stone1.png
17 9 Ground stone1.png
18 9 Ground stone1.png

1 10 Ground stone1.png
2 10 Ground stone1.png
3 10 Ground stone1.png
4 10 Ground stone1.png
5 10 Ground stone1.png
6 10 Ground stone1.png
7 10 Ground stone1.png
8 10 Ground stone1.png
9 10 Ground stone1.png
10 10 Ground stone1.png
11 10 Ground stone1.png
12 10 Ground stone1.png
13 10 Ground stone1.png
14 10 Ground stone1.png
15 10 Ground stone1.png
16 10 Ground stone1.png
17 10 Ground stone1.png
18 10 Ground stone1.png

1 11 Ground stone1.png
2 11 Ground stone1.png
3 11 Ground stone1.png
4 11 Ground stone1.png
5 11 Ground stone1.png
6 11 Ground stone1.png
7 11 Ground stone1.png
8 11 Ground stone1.png
9 11 Ground stone1.png
10 11 Ground stone1.png
11 11 Ground stone1.png
12 11 Ground stone1.png
13 11 Ground stone1.png
14 11 Ground stone1.png
15 11 Ground stone1.png
16 11 Ground stone1.png
17 11 Ground stone1.png
18 11 Ground stone1.png

1 12 Ground stone1.png
2 12 Ground stone1.png
3 12 Ground stone1.png
4 12 Ground stone1.png
5 12 Ground stone1.png
6 12 Ground stone1.png
7 12 Ground stone1.png
8 12 Ground stone1.png
9 12 Ground stone1.png
10 12 Ground stone1.png
11 12 Ground stone1.png
12 12 Ground stone1.png
13 12 Ground stone1.png
14 12 Ground stone1.png
15 12 Ground stone1.png
16 12 Ground stone1.png
17 12 Ground stone1.png
18 12 Ground stone1.png
